fid,ID,type,utilFloorArea,name0,name1,name2,name3,name4,name5,name6,name7,name8,name9,idBdTopo,nbHousing,unknownNumberOfHousing,idsEntrance,nbPOI,nbWorkingPlace,nbBuildingSimple,nbEntrances,roomLeft
"3517",BuildingGroup2388058271181021,BuildingGroup,551.05505,4_Boulevard des Filles du Calvaire_75111,,,,,,,,,,BATIMENT0000000245186718,"6","0",Address5388044333787711,"4","8","1","1",79.05505
"3518",BuildingGroup2388058120154759,BuildingGroup,1497.6321,8_Impasse Truillot_75111,,,,,,,,,,BATIMENT0000000240755708,"34","0",Address8888044342077353,"3","13","1","1",974.6321
"3519",BuildingGroup2388058020005493,BuildingGroup,1079.704,16_Avenue Jean Aicard_75111,,,,,,,,,,BATIMENT0000000240757606-BATIMENT0000000240757605-BATIMENT0000000240757607,"26","0",Address5088044409055232,"3","14","3","1",730.704
"3520",BuildingGroup2388057955895221,BuildingGroup,5469.878,11_Rue Neuve des Boulets_75111,,,,,,,,,,BATIMENT0000000240749199-BATIMENT0000000253242252-BATIMENT0000000240749200,"181","0",,"0","0","3","0",5469.878
"3521",BuildingGroup2388057666511579,BuildingGroup,2526.3064,10_Rue de Crussol_75111,,,,,,,,,,BATIMENT0000000245187132,"18","0",Address1688044318361416,"2","17","1","1",1847.3064
"3522",BuildingGroup2388057597967748,BuildingGroup,1194.8494,3_Avenue Philippe-auguste_75111,,,,,,,,,,BATIMENT0000000240748070-BATIMENT0000000240748069,"15","0",Address6888044356295124,"2","2","2","1",770.84937
"3523",BuildingGroup2388057557982463,BuildingGroup,3129.424,4_Impasse de la Baleine_75111,6_Impasse de la Baleine_75111,,,,,,,,,BATIMENT0000000253249347-BATIMENT0000000240758843-BATIMENT0000000240757798,"26","0",Address2988044390607161__Address4488044390657963,"4","6","3","2",2685.424
"3524",BuildingGroup2388057453303351,BuildingGroup,5180.3467,87_Boulevard de Charonne_75111,,,,,,,,,,BATIMENT0000000240748742-BATIMENT0000000240748741-BATIMENT0000000240748740-BATIMENT0000000240748738-BATIMENT0000000240748739-BATIMENT0000000240748744-BATIMENT0000000240748748-BATIMENT0000000240748734,"47","0",Address6888044392685142,"1","7","8","1",4820.3467
"3525",BuildingGroup2288061620434386,BuildingGroup,1499.145,9021_S S STA PERE LACHAISE_75111,132_Avenue de la République_75111,153_Rue du Chemin Vert_75111,,,,,,,,BATIMENT0000000240760076-BATIMENT0000000240757329-BATIMENT0000000240757328,"0","0",Address1888044398229550__Address9988044276588969__Address1888044398229550,"4","2","3","3",0
"3526",BuildingGroup2288061493937802,BuildingGroup,2811.6768,4_Rue Réné Villermé_75111,,,,,,,,,,BATIMENT0000000240756745-BATIMENT0000000240756744,"10","0",Address5588044379159800,"1","17","2","1",1315.6768
"3527",BuildingGroup2288061315096862,BuildingGroup,3184.4402,159_Rue Saint-maur_75111,,,,,,,,,,BATIMENT0000000240757394,"33","0",Address2188044326465039,"6","18","1","1",2496.4402
"3528",BuildingGroup2288061285554867,BuildingGroup,1469.2421,16_Rue Sedaine_75111,,,,,,,,,,BATIMENT0000000240741888,"22","0",Address6588044298880047,"2","3","1","1",875.24207
"3529",BuildingGroup2288061224761542,BuildingGroup,9893.89,151_RUE DU FAUBOURG SAINT ANTOINE_75111,153_RUE DU FAUBOURG SAINT ANTOINE_75111,155_RUE DU FAUBOURG SAINT ANTOINE_75111,157_RUE DU FAUBOURG SAINT ANTOINE_75111,,,,,,,BATIMENT0000000240744899-BATIMENT0000000240744221-BATIMENT0000000240744900-BATIMENT0000000253242096,"42","0",,"28","81","4","0",4027.8896
"3530",BuildingGroup2288061140401351,BuildingGroup,1800.9587,4_Cité Dupont_75111,6_Cité Dupont_75111,,,,,,,,,BATIMENT0000000240756577,"21","0",Address4088044332297757__Address4388044332323859,"2","6","1","2",1524.9587
"3531",BuildingGroup2288060976549198,BuildingGroup,3310.1252,58_Avenue de la République_75111,60_Avenue de la République_75111,,,,,,,,,BATIMENT0000000240756225-BATIMENT0000000240756222-BATIMENT0000000240756228,"23","0",Address2388044278030542__Address1388044277962423,"11","25","3","2",1116.1252
"3532",BuildingGroup2288060844876227,BuildingGroup,1381.8281,46_Rue Léon Frot_75111,,,,,,,,,,BATIMENT0000000240744047,"38","0",Address4788044385174424,"7","16","1","1",81.828125
"3533",BuildingGroup2288060774177454,BuildingGroup,4962.1304,39_Rue Chanzy_75111,,,,,,,,,,BATIMENT0000000240744773,"34","0",Address1788044342538300,"3","14","1","1",4402.1304
"3534",BuildingGroup2288060704877944,BuildingGroup,559.0238,14_Villa Gaudelet_75111,,,,,,,,,,BATIMENT0000000240755886,"13","0",Address5388044378318246,"1","1","1","1",559.0238
"3535",BuildingGroup2288060602027318,BuildingGroup,2386.8425,3_Impasse Charles Petit_75111,,,,,,,,,,BATIMENT0000000240744174,"23","0",Address9788044329350050,"5","16","1","1",1455.8425
"3536",BuildingGroup2288060600117340,BuildingGroup,1127.7035,18_BIS_Rue Chanzy_75111,,,,,,,,,,BATIMENT0000000240744089,"15","0",Address6488044343023463,"0","1","1","1",1127.7035
"3537",BuildingGroup2288060561533135,BuildingGroup,1835.8724,20_Rue Chanzy_75111,,,,,,,,,,BATIMENT0000000240744091,"14","0",Address2788044343078138,"4","9","1","1",1423.8724
"3538",BuildingGroup2288060378092827,BuildingGroup,804.44,91_Rue du Chemin Vert_75111,,,,,,,,,,BATIMENT0000000240756850,"10","0",Address3288044397479390,"2","7","1","1",71.44
"3539",BuildingGroup2288060338926130,BuildingGroup,902.8233,11_Rue Sedaine_75111,,,,,,,,,,BATIMENT0000000240741911,"13","0",Address3588044298795886,"0","2","1","1",597.8233
"3540",BuildingGroup2288060332642648,BuildingGroup,5254.241,11_Rue Froment_75111,13_Rue Froment_75111,13_Rue Bréguet_75111,,,,,,,,BATIMENT0000000253252332-BATIMENT0000000253252333,"1","0",Address1688044330515186__Address7088044330566282__Address5188044340539410,"5","17","2","3",9
"3541",BuildingGroup2288060231856587,BuildingGroup,14246.106,61_BIS_Boulevard de Charonne_75111,61_TER_Boulevard de Charonne_75111,63_BIS_Boulevard de Charonne_75111,63_QUATER_Boulevard de Charonne_75111,63_TER_Boulevard de Charonne_75111,65_BIS_Boulevard de Charonne_75111,65_TER_Boulevard de Charonne_75111,,,,BATIMENT0000002011664175-BATIMENT0000002011664188-BATIMENT0000002011664181-BATIMENT0000002011664077-BATIMENT0000002011664186,"146","0",Address4788044392445254__Address1488044392470763,"20","23","5","2",8557.106
"3542",BuildingGroup2288060113698521,BuildingGroup,1451.9956,10_Rue de la Folie-méricourt_75111,,,,,,,,,,BATIMENT0000000240756240-BATIMENT0000000240756242,"13","0",,"4","8","2","0",1153.9956
"3543",BuildingGroup2288059970468796,BuildingGroup,8819.596,1_Rue Henri Ranvier_75111,13_Rue Henri Ranvier_75111,15_Rue Henri Ranvier_75111,17_Rue Henri Ranvier_75111,3_Rue Henri Ranvier_75111,9_Rue Henri Ranvier_75111,174_Rue de la Roquette_75111,18_Rue Gerbier_75111,,,BATIMENT0000000240755991,"27","0",Address8388044257203925__Address6788044257301961__Address2188044257359416__Address2488044257430067__Address8588044257503460__Address6088044257686652__Address4588044289227486__Address1388044383475524,"24","40","1","8",3566.5957
"3544",BuildingGroup2288059472439164,BuildingGroup,5479.466,127_Avenue Ledru Rollin_75111,,,,,,,,,,BATIMENT0000000240744832-BATIMENT0000000240744829-BATIMENT0000000240744833,"2","0",Address6388044399874891,"4","11","3","1",18
"3545",BuildingGroup2288059146218213,BuildingGroup,1899.3462,250_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240748574-BATIMENT0000000253242193,"17","0",Address888044306708025,"5","16","2","1",720.3462
"3546",BuildingGroup2288059057295471,BuildingGroup,4034.474,77_Avenue Parmentier_75111,,,,,,,,,,BATIMENT0000000240756193,"27","0",Address5388044415829302,"6","26","1","1",3060.474
"3547",BuildingGroup2288059056551388,BuildingGroup,882.45294,19_Rue Ternaux_75111,21_Rue Ternaux_75111,2_BIS_Rue Neuve Popincourt_75111,,,,,,,,BATIMENT0000000240756189,"16","0",Address2288044334773236__Address7088044334811822__Address6688044378717146,"7","15","1","3",144
"3548",BuildingGroup2288059002435243,BuildingGroup,1738.097,160_BIS_Rue Saint-maur_75111,,,,,,,,,,BATIMENT0000000240758136,"8","0",Address1188044327951953,"2","1","1","1",1661.097
"3549",BuildingGroup2288058937889813,BuildingGroup,1177.2585,3_Rue Roubo_75111,,,,,,,,,,BATIMENT0000000240747465,"10","0",Address6988044359146017,"9","11","1","1",234.25854
"3550",BuildingGroup2288058920745799,BuildingGroup,1758.0381,2_Rue Faidherbe_75111,,,,,,,,,,BATIMENT0000000240743778,"24","0",Address088044338828973,"8","18","1","1",195.03809
"3551",BuildingGroup2288058880436820,BuildingGroup,1224.7609,135_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240744026-BATIMENT0000000240744027-BATIMENT0000000240744846,"14","0",Address8988044303291542,"1","4","3","1",142.76086
"3552",BuildingGroup2288058760827713,BuildingGroup,1659.03,16_Passage du Cheval Blanc_75111,,,,,,,,,,BATIMENT0000000240741989,"0","0",Address388044403886396,"1","0","1","1",0
"3553",BuildingGroup2288058741782594,BuildingGroup,980.6451,12_Rue de la Roquette_75111,,,,,,,,,,BATIMENT0000000240741978,"15","0",Address1188044286774538,"6","13","1","1",258.64508
"3554",BuildingGroup2288058738588483,BuildingGroup,344.33502,19_Rue de Charonne_75111,,,,,,,,,,BATIMENT0000000240744710-BATIMENT0000000240744711,"2","0",Address7888044262160377,"2","3","2","1",18
"3555",BuildingGroup2288058630406909,BuildingGroup,1390.1453,37_Rue Godefroy Cavaignac_75111,,,,,,,,,,BATIMENT0000000240744526-BATIMENT0000000240744504,"27","0",Address9288044310695999,"1","7","2","1",1343.1453
"3556",BuildingGroup2288058412681956,BuildingGroup,349.69,31_Rue Richard Lenoir_75111,,,,,,,,,,BATIMENT0000000240744420,"0","0",Address5488044405795641,"3","1","1","1",0
"3557",BuildingGroup2288058295873894,BuildingGroup,3735.9922,18_Rue Oberkampf_75111,,,,,,,,,,BATIMENT0000000245187103-BATIMENT0000000245187102,"31","0",Address9288044264713422,"8","31","2","1",1339.9922
"3558",BuildingGroup2288058208259582,BuildingGroup,2406.3076,2_Rue de la Pierre Levée_75111,,,,,,,,,,BATIMENT0000000240754669-BATIMENT0000000240754666,"26","0",Address1488044404786950,"14","27","2","1",208.30762
"3559",BuildingGroup2288057918313156,BuildingGroup,612.0255,20_Rue Neuve des Boulets_75111,,,,,,,,,,BATIMENT0000000240748209,"19","0",Address2988044410244098,"1","3","1","1",538.0255
"3560",BuildingGroup2288057916471882,BuildingGroup,1577.9146,3_Cité Beauharnais_75111,8_Rue Léon Frot_75111,,,,,,,,,BATIMENT0000000240748192-BATIMENT0000000240748193,"0","0",,"4","10","2","0",0
"3561",BuildingGroup2288057907787558,BuildingGroup,875.262,6_Rue Neuve des Boulets_75111,,,,,,,,,,BATIMENT0000000240748197,"18","0",Address8388044410590415,"0","6","1","1",875.262
"3562",BuildingGroup2288057907490399,BuildingGroup,829.8465,4_Rue Neuve des Boulets_75111,,,,,,,,,,BATIMENT0000000240748194,"20","0",Address6688044410540881,"3","7","1","1",451.8465
"3563",BuildingGroup2288057905578135,BuildingGroup,1167.662,187_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240747560,"15","0",Address5888044307609280,"5","18","1","1",241.66199
"3564",BuildingGroup2288057836898981,BuildingGroup,1961.3962,31_Rue Sedaine_75111,,,,,,,,,,BATIMENT0000000240755905,"31","0",Address8688044296869102,"2","9","1","1",1561.3962
"3565",BuildingGroup2288057674803666,BuildingGroup,1806.9854,13_Rue de Malte_75111,,,,,,,,,,BATIMENT0000000245187316,"1","0",Address4688044351722386,"1","2","1","1",1260.9854
"3566",BuildingGroup2288057665770115,BuildingGroup,44.5825,3_Rue de Malte_75111,,,,,,,,,,BATIMENT0000000245187126,"1","0",Address2888044351928026,"0","3","1","1",9.5825
"3567",BuildingGroup2288057640585606,BuildingGroup,1358.1555,1_Rue Oberkampf_75111,,,,,,,,,,BATIMENT0000000245187139,"12","0",Address288044265127340,"5","7","1","1",497.15552
"3568",BuildingGroup2288057595753509,BuildingGroup,1280.5293,290_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240748043,"13","0",Address8888044309816889,"6","14","1","1",407.5293
"3569",BuildingGroup2288057068846237,BuildingGroup,1435.2421,26_Avenue de la République_75111,,,,,,,,,,BATIMENT0000000240754664,"18","0",Address3388044276967255,"4","5","1","1",165.24207
"3570",BuildingGroup2188061253534285,BuildingGroup,712.6188,53_Rue de la Roquette_75111,,,,,,,,,,BATIMENT0000000240743915,"14","0",Address8688044289320428,"2","5","1","1",113.618774
"3571",BuildingGroup2188061217176848,BuildingGroup,1579.7888,4_Rue de Candie_75111,,,,,,,,,,BATIMENT0000000240744215-BATIMENT0000000240744901-BATIMENT0000000240744902,"50","0",Address8288044294919341,"0","8","3","1",1579.7888
"3572",BuildingGroup2188061213265486,BuildingGroup,1620.644,163_RUE DU FAUBOURG SAINT ANTOINE_75111,,,,,,,,,,BATIMENT0000000240744228,"12","0",,"8","12","1","0",119.64404
"3573",BuildingGroup2188061178095889,BuildingGroup,1176.2853,17_Rue de la Forge Royale_75111,,,,,,,,,,BATIMENT0000000240744072,"31","0",Address8988044299861722,"5","17","1","1",465.28528
"3574",BuildingGroup2188061114909276,BuildingGroup,1428.51,84_Avenue de la République_75111,,,,,,,,,,BATIMENT0000000240756894,"14","0",Address4188044278829813,"50","295","1","1",126
"3575",BuildingGroup2188060953000135,BuildingGroup,3759.8054,29_Rue de la Fontaine au Roi_75111,,,,,,,,,,BATIMENT0000000240754810,"39","0",Address8088044375098374,"4","19","1","1",1419.8054
"3576",BuildingGroup2188060942692644,BuildingGroup,2770.3499,19_Rue de la Fontaine au Roi_75111,,,,,,,,,,BATIMENT0000000240754797,"19","0",Address1988044374801618,"5","16","1","1",1031.3499
"3577",BuildingGroup2188060852768339,BuildingGroup,408,6_Passage Alexandrine_75111,,,,,,,,,,BATIMENT0000000240747554,"10","0",Address8788044294518441,"0","1","1","1",408
"3578",BuildingGroup2188060609036027,BuildingGroup,2040.1445,1_Rue Cesselin_75111,10_Rue Paul Bert_75111,,,,,,,,,BATIMENT0000000240744206-BATIMENT0000000240744896,"7","0",Address3888044345595987__Address9088044377548861,"4","11","2","2",1264.1445
"3579",BuildingGroup2188060388614742,BuildingGroup,775.31476,93_Rue du Chemin Vert_75111,,,,,,,,,,BATIMENT0000000240756852,"7","0",Address1388044397771273,"3","6","1","1",439.31476
"3580",BuildingGroup2188060360193607,BuildingGroup,158.15952,14_Rue du Général Blaise_75111,,,,,,,,,,BATIMENT0000000000160883,"0","0",,"0","0","1","0",158.15952
"3581",BuildingGroup2188060263658166,BuildingGroup,1177.7941,48_Boulevard Beaumarchais_75111,,,,,,,,,,BATIMENT0000000245185975,"8","0",Address6588044328638902,"4","7","1","1",72
"3582",BuildingGroup2188059912233109,BuildingGroup,262.39502,37_Cité Industrielle_75111,,,,,,,,,,BATIMENT0000000240756027,"1","0",,"0","0","1","0",262.39502
"3583",BuildingGroup2188059811228748,BuildingGroup,755.24207,18_Boulevard Richard Lenoir_75111,,,,,,,,,,BATIMENT0000000240741926,"15","0",Address7588044271937061,"1","5","1","1",287.24207
"3584",BuildingGroup2188059686155518,BuildingGroup,1914.098,237_Boulevard Voltaire_75111,,,,,,,,,,BATIMENT0000000240749105-BATIMENT0000000240749098,"12","0",Address9788044305499696,"6","6","2","1",575.098
"3585",BuildingGroup2188059419416584,BuildingGroup,1086.946,13_PASSAGE DU JEU DE BOULES_75111,,,,,,,,,,BATIMENT0000000245187784,"13","0",Address1888044255863548,"1","6","1","1",701.94604
"3586",BuildingGroup2188059385938941,BuildingGroup,11152.127,5_Place Léon Blum_75111,5_BIS_Place Léon Blum_75111,,,,,,,,,BATIMENT0000000240755841-BATIMENT0000000240755832,"34","0",Address5488044383822329__Address5588044383850028,"5","13","2","2",9501.127
"3587",BuildingGroup2188059331758446,BuildingGroup,135.11176,4_Passage du Trône_75111,,,,,,,,,,BATIMENT0000000240748106,"0","0",Address1188044266815393,"1","1","1","1",0
"3588",BuildingGroup2188059328628834,BuildingGroup,4511.375,11_Avenue de Taillebourg_75111,11_BIS_Avenue de Taillebourg_75111,13_Avenue de Taillebourg_75111,,,,,,,,BATIMENT0000000240747998,"35","0",Address2588044388149705__Address4688044388175117__Address9888044388200067,"11","24","1","3",2547.375
"3589",BuildingGroup2188059074947045,BuildingGroup,763.4446,14_Rue du Marché Popincourt_75111,,,,,,,,,,BATIMENT0000000240756369,"13","0",Address8288044275779981,"1","7","1","1",487.44458
"3590",BuildingGroup2188058977334544,BuildingGroup,3220.3484,11_Rue de l'Orillon_75111,,,,,,,,,,BATIMENT0000000240758141,"21","0",Address2688044315295728,"2","10","1","1",3104.3484
"3591",BuildingGroup2188058826797384,BuildingGroup,2937.974,2_BIS_Rue Mercoeur_75111,,,,,,,,,,BATIMENT0000000240757069-BATIMENT0000000240757070,"0","0",Address4388044357844811,"1","6","2","1",0
"3592",BuildingGroup2188058754333780,BuildingGroup,2939.64,22_Rue de Lappe_75111,,,,,,,,,,BATIMENT0000000240741986,"27","0",Address288044381757685,"4","7","1","1",1829.6399
"3593",BuildingGroup2188058715607695,BuildingGroup,1225.1348,18_Rue Camille Desmoulins_75111,,,,,,,,,,BATIMENT0000000240756075,"34","0",Address8688044353599271,"1","17","1","1",1132.1348
"3594",BuildingGroup2188058676776405,BuildingGroup,4518.0513,110_Avenue Philippe-auguste_75111,,,,,,,,,,BATIMENT0000000240760126,"49","0",Address2988044354532263,"9","24","1","1",2875.0513
"3595",BuildingGroup2188058624921385,BuildingGroup,3328.545,154_Avenue Ledru Rollin_75111,,,,,,,,,,BATIMENT0000000240744477-BATIMENT0000000240744481-BATIMENT0000000240744483,"32","0",Address4888044400384160,"11","10","3","1",1021.5449
"3596",BuildingGroup2188058221521873,BuildingGroup,7194.192,9_RUE DES 3 BORNES_75111,,,,,,,,,,BATIMENT0000000240754685-BATIMENT0000000240754686-BATIMENT0000000240754687-BATIMENT0000000253250390,"154","0",Address9688044253442885,"12","54","4","1",5408.192
"3597",BuildingGroup2188058215263078,BuildingGroup,654.177,39_Rue Jean-pierre Timbaud_75111,,,,,,,,,,BATIMENT0000000240754832,"0","0",Address2088044420993071,"1","1","1","1",0
"3598",BuildingGroup2188057918689395,BuildingGroup,478.09955,16_Rue Neuve des Boulets_75111,,,,,,,,,,BATIMENT0000000240748211,"14","0",Address5588044410127885,"3","3","1","1",87.09955
"3599",BuildingGroup2188057813312483,BuildingGroup,833.3528,40_Rue Bréguet_75111,,,,,,,,,,BATIMENT0000000240755676,"0","0",Address688044341318223,"1","1","1","1",0
"3600",BuildingGroup2188057800738505,BuildingGroup,1709.265,6_Rue Froment_75111,,,,,,,,,,BATIMENT0000000240754480,"0","0",Address7788044330397350,"4","12","1","1",0
"3601",BuildingGroup2188057663898274,BuildingGroup,2087.6892,11_Rue de Crussol_75111,,,,,,,,,,BATIMENT0000000245187323-BATIMENT0000000253252375,"34","0",,"0","6","2","0",1632.6892
"3602",BuildingGroup2188057556718015,BuildingGroup,11770.188,113_Rue Oberkampf_75111,113_BIS_Rue Oberkampf_75111,,,,,,,,,BATIMENT0000000240757784,"80","0",,"8","12","1","0",8200.188
"3603",BuildingGroup2188057522536618,BuildingGroup,2153.662,84_Rue Jean-pierre Timbaud_75111,,,,,,,,,,BATIMENT0000000240757796,"36","0",Address1488044419832585,"4","17","1","1",959.6621
"3604",BuildingGroup2088061739334820,BuildingGroup,7324.051,15_Rue des Nanettes_75111,26_Rue des Bluets_75111,28_Rue des Bluets_75111,,,,,,,,BATIMENT0000000240756449-BATIMENT0000000240756461-BATIMENT0000000240756969-BATIMENT0000000240757240-BATIMENT0000000240756447,"60","0",Address988044373442172__Address4188044319732468,"9","19","5","2",6020.051
"3605",BuildingGroup2088061730314795,BuildingGroup,1039.7881,115_Boulevard de Ménilmontant_75111,,,,,,,,,,BATIMENT0000000240758892,"12","0",Address3188044322102629,"3","9","1","1",80.788086
"3606",BuildingGroup2088061139381143,BuildingGroup,166.10701,6_Passage Dudouy_75111,,,,,,,,,,BATIMENT0000000240756576-BATIMENT0000000240756574,"1","0",Address1688044333467042__Address1688044333467042,"0","3","2","2",166.10701
"3607",BuildingGroup2088061047809847,BuildingGroup,869.4991,4_Rue Moret_75111,,,,,,,,,,BATIMENT0000000240757894,"10","0",Address3088044387181840,"1","7","1","1",581.4991
"3608",BuildingGroup2088061001189919,BuildingGroup,762.69653,54_P_Avenue de la République_75111,,,,,,,,,,BATIMENT0000000240757181-BATIMENT0000000240756220-BATIMENT0000000240756224,"0","0",Address4488044279290971,"0","0","3","1",762.69653
